npi,name,state,pecos_provider_type,pecos_codes,pecos_resolved_nucc,nppes_nucc,nppes_lookup_url
1124414883,"FREESE, JURHEE",AL,PRACTITIONER - PEDIATRIC MEDICINE,14-37,"208000000X,2080A0000X,2080B0002X,2080C0008X,2080H0002X+19",390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124414883
1124414958,"AL-TAIE, AREEN",AL,PRACTITIONER - INTERVENTIONAL CARDIOLOGY,14-C3,207RI0011X,390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124414958
1124415336,"PATEL, SHWETA",AL,PRACTITIONER - OBSTETRICS/GYNECOLOGY,14-16,"207V00000X,207VB0002X,207VC0200X,207VC0300X,207VE0102X+6",390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124415336
1124424817,"ILONZE, CHIBUZO",AL,PRACTITIONER - HEMATOLOGY/ONCOLOGY,14-83,207RH0003X,2080P0207X,https://npiregistry.cms.hhs.gov/provider-view/1124424817
1124438122,"TURNIPSEED, DUSTIN",AL,ORDER AND REFERRING ONLY - GENERAL PRACTICE,33-01,208D00000X,1223G0001X,https://npiregistry.cms.hhs.gov/provider-view/1124438122
1124443403,"CARELON MEDICAL PARTNERS, PC",AL,PART B SUPPLIER - CLINIC/GROUP PRACTICE,12-70,"193200000X,193400000X,261Q00000X,261QM1300X,261QP2000X",207RH0002X,https://npiregistry.cms.hhs.gov/provider-view/1124443403
1124448519,"ROTMAN, LAUREN",AL,PRACTITIONER - NEUROSURGERY,14-14,207T00000X,390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124448519
1124449822,"SWINDLE, MARISSA",AL,PRACTITIONER - CERTIFIED REGISTERED NURSE ANESTHETIST (CRNA),14-43,367500000X,390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124449822
1124461645,"GROENWALD, MATTHEW",AL,PRACTITIONER - INTERVENTIONAL RADIOLOGY,14-94,"2085H0002X,2085R0204X",390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124461645
1124461769,"PARRIS, TYLER",AL,PRACTITIONER - NEPHROLOGY,14-39,207RN0300X,"207R00000X,390200000X",https://npiregistry.cms.hhs.gov/provider-view/1124461769
1124462213,"KADAKIA, VISHAL",AL,PRACTITIONER - DIAGNOSTIC RADIOLOGY | PRACTITIONER - INTERVENTIONAL RADIOLOGY,"14-30,14-94","2085D0003X,2085H0002X,2085P0229X,2085R0202X,2085R0204X+2",390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124462213
1124462379,"ZHAO, YAN",AL,PRACTITIONER - HEMATOLOGY/ONCOLOGY | PRACTITIONER - MEDICAL ONCOLOGY,"14-83,14-90","207RH0003X,207RX0202X",390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124462379
1124465265,"EICHLER, ADAM",AL,ORDER AND REFERRING ONLY - ORAL SURGERY,33-19,"1223S0112X,207WX0108X",122300000X,https://npiregistry.cms.hhs.gov/provider-view/1124465265
1124472105,"MCCLANAHAN, STEPHEN",AL,ORDER AND REFERRING ONLY - PEDIATRIC MEDICINE,33-37,"208000000X,2080A0000X,2080B0002X,2080C0008X,2080H0002X+19",390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124472105
1124481239,"WHITE, CAMERON",AL,PRACTITIONER - INFECTIOUS DISEASE,14-44,207RI0200X,390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124481239
1124488820,WEST MOBILE PSYCHIATRY LLC,AL,PART B SUPPLIER - CLINIC/GROUP PRACTICE,12-70,"193200000X,193400000X,261Q00000X,261QM1300X,261QP2000X",2084P0800X,https://npiregistry.cms.hhs.gov/provider-view/1124488820
1124502331,"MILLER, WENDY",AL,ORDER AND REFERRING ONLY - NURSE PRACTITIONER,33-50,"363L00000X,363LA2100X,363LA2200X,363LC0200X,363LC1500X+13","207KA0200X,207QA0505X,207QG0300X",https://npiregistry.cms.hhs.gov/provider-view/1124502331
1124514153,"KAHN CHAU, MAURICIO",AL,PRACTITIONER - INFECTIOUS DISEASE,14-44,207RI0200X,390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124514153
1124521992,"MCCANN, MATTHEW",AL,PRACTITIONER - DIAGNOSTIC RADIOLOGY,14-30,"2085D0003X,2085P0229X,2085R0202X,2085R0205X,2085U0001X",207R00000X,https://npiregistry.cms.hhs.gov/provider-view/1124521992
1124525134,"CARMONA, STEFANIA",AL,PRACTITIONER - INFECTIOUS DISEASE,14-44,207RI0200X,390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124525134
1124525332,"VILA, STEFAN",AL,ORDER AND REFERRING ONLY - DENTIST,33-C5,"122300000X,1223G0001X",390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124525332
1124525464,"LUCKETT, KATHRYN",AL,PRACTITIONER - DERMATOLOGY,14-07,"207N00000X,207ND0101X,207ND0900X,207NI0002X,207NP0225X+1",390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124525464
1124526330,FISCHER FAMILY MEDICINE PC,AL,PART B SUPPLIER - CLINIC/GROUP PRACTICE,12-70,"193200000X,193400000X,261Q00000X,261QM1300X,261QP2000X",207Q00000X,https://npiregistry.cms.hhs.gov/provider-view/1124526330
1124541438,"CHILDRENS URGENT CARE, LLC",AL,PART B SUPPLIER - CLINIC/GROUP PRACTICE,12-70,"193200000X,193400000X,261Q00000X,261QM1300X,261QP2000X","207Q00000X,207R00000X,208000000X,261QU0200X,363L00000X",https://npiregistry.cms.hhs.gov/provider-view/1124541438
1124550447,"MATHAI, JACOB",AL,PRACTITIONER - FAMILY PRACTICE,14-08,"207Q00000X,207QA0000X,207QA0401X,207QA0505X,207QB0002X+5",390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124550447
1124552856,"ANTONETTI, JONATHAN",AL,PRACTITIONER - PLASTIC AND RECONSTRUCTIVE SURGERY,14-24,"208200000X,2082S0099X,2082S0105X",390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124552856
1124553110,"ALLAN, SARAH",AL,PRACTITIONER - ENDOCRINOLOGY | PRACTITIONER - PEDIATRIC MEDICINE,"14-37,14-46","207RE0101X,208000000X,2080A0000X,2080B0002X,2080C0008X+20",390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124553110
1124554589,"WUENNENBERG, JOHN",AL,PRACTITIONER - DERMATOLOGY,14-07,"207N00000X,207ND0101X,207ND0900X,207NI0002X,207NP0225X+1",390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124554589
1124554712,"THOMAS, WILLIAM",AL,PRACTITIONER - DIAGNOSTIC RADIOLOGY,14-30,"2085D0003X,2085P0229X,2085R0202X,2085R0205X,2085U0001X",390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124554712
1124559059,"RANA, ASIM",AL,PRACTITIONER - INTERNAL MEDICINE,14-11,"207QB0505X,207R00000X,207RA0000X,207RA0001X,207RA0201X+21",390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124559059
1124559505,"ELRAMAH, MOHAMED",AL,PRACTITIONER - DIAGNOSTIC RADIOLOGY,14-30,"2085D0003X,2085P0229X,2085R0202X,2085R0205X,2085U0001X",390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124559505
1124563853,"OGBEBOR, OSAKPOLOR",AL,PRACTITIONER - CRITICAL CARE (INTENSIVISTS),14-81,207RC0200X,390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124563853
1124569306,"SMITH, WHITNEY",AL,PRACTITIONER - ENDOCRINOLOGY | PRACTITIONER - PEDIATRIC MEDICINE,"14-37,14-46","207RE0101X,208000000X,2080A0000X,2080B0002X,2080C0008X+20",390200000X,https://npiregistry.cms.hhs.gov/provider-view/1124569306
1124569538,"SMITH, MEGAN",AL,PRACTITIONER - NURSE PRACTITIONER,14-50,"363L00000X,363LA2100X,363LA2200X,363LC0200X,363LC1500X+13",364SN0000X,https://npiregistry.cms.hhs.gov/provider-view/1124569538
1124573498,DIVERSICARE OF ARAB LLC,AL,PART A PROVIDER - SKILLED NURSING FACILITY,00-18,"207W00000X,207WX0009X,207WX0107X,207WX0109X,207WX0110X+2",314000000X,https://npiregistry.cms.hhs.gov/provider-view/1124573498
1124589767,"SCOTT, DONNA",AL,PRACTITIONER - NURSE PRACTITIONER,14-50,"363L00000X,363LA2100X,363LA2200X,363LC0200X,363LC1500X+13",163W00000X,https://npiregistry.cms.hhs.gov/provider-view/1124589767
1124592902,"KELLUM, RHODA",AL,PRACTITIONER - MENTAL HEALTH COUNSELOR,14-E2,"101YM0800X,101YP2500X",101Y00000X,https://npiregistry.cms.hhs.gov/provider-view/1124592902
1134106065,S.B.J.S. PC,AL,PART B SUPPLIER - CLINIC/GROUP PRACTICE,12-70,"193200000X,193400000X,261Q00000X,261QM1300X,261QP2000X","207P00000X,207QS0010X,207X00000X,208100000X,2084N0400X+3",https://npiregistry.cms.hhs.gov/provider-view/1134106065
1134110968,LOBO HOME HEALTH INC,AL,DME SUPPLIER - MEDICAL SUPPLY COMPANY WITH ORTHOTIC PERSONNEL,30-51,335E00000X,332B00000X,https://npiregistry.cms.hhs.gov/provider-view/1134110968
1134111081,"DHS OF BLOUNT COUNTY, LLC",AL,PART A PROVIDER - SKILLED NURSING FACILITY,00-18,"207W00000X,207WX0009X,207WX0107X,207WX0109X,207WX0110X+2","314000000X,332BP3500X",https://npiregistry.cms.hhs.gov/provider-view/1134111081
1134111537,"ELLINGWOOD, KENNETH",AL,PRACTITIONER - RADIATION ONCOLOGY,14-92,2085R0001X,174400000X,https://npiregistry.cms.hhs.gov/provider-view/1134111537
1134145402,"BAKER, SUMMER",AL,PRACTITIONER - PHYSICAL THERAPIST IN PRIVATE PRACTICE,14-65,"225100000X,2251C2600X,2251E1200X,2251E1300X,2251G0304X+6",208100000X,https://npiregistry.cms.hhs.gov/provider-view/1134145402
